#doc=music_now.2.txt;;lemma;gramm;;;;;;;;;;;
29;соотвественно;—ќќ“¬≈—“¬≈ЌЌќ;ADV -;;;о;н;н;е;в;т;ADV;—ќќ“¬≈—“¬≈ЌЌќ;ADV -
30;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
31;сказать;— ј«ј“№;V pf - - inf - -;;;ь;т;а;з;а;к;V;— ј«ј“№;V pf - - inf - -
32;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
33;что;„“ќ;CONJ;;;о;т;ч;;;;CONJ;„“ќ;CONJ
34;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
35;ну;Ќ”;PART;;;у;н;;;;;PART;Ќ”;PART
36;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
37;жанр;∆јЌ–;S m inan nom sg;;;р;н;а;ж;;;S;∆јЌ–;S m inan nom sg
38;как-то; ј -“ќ;ADV -;;;о;т;;к;а;к;ADV; ј -“ќ;ADV -
39;продвинулс€;ѕ–ќƒ¬»Ќ”“№—я;V pf praet sg indic m -;;;€;с;л;у;н;и;V;ѕ–ќƒ¬»Ќ”“№—я;V pf praet sg indic m -
40;за счет;за счет;ZERO;;;т;е;ч;с; ;а;ZERO;за счет;ZERO
41;них;ќЌ»;SPRO pl - - gen;;;х;и;н;;;;SPRO;ќЌ»;SPRO pl - - loc
42;-;-;PUNC;;;;;;;;;PUNC;-;PUNC
43;ну;Ќ”;PART;;;у;н;;;;;PART;Ќ”;PART
44;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
45;это;Ё“ќ;S n - nom sg;;;о;т;э;;;;S;Ё“ќ;S n - nom sg
46;глупо;√Ћ”ѕџ…;A - - sg brev n -;;;о;п;у;л;г;;A;√Ћ”ѕџ…;A - - sg brev n -
47;будет;Ѕџ“№;V ipf praes sg indic - 3p;;;т;е;д;у;б;;V;Ѕџ“№;V ipf praes sg indic - 3p
48;.;.;SENT;;;;;;;;;SENT;.;SENT
;;;;;;;;;;;;;;
1;¬от;¬ќ“;PART;;;т;о;в;;;;PART;¬ќ“;PART
2;.;.;SENT;;;;;;;;;SENT;.;SENT
;;;;;;;;;;;;;;
1;ћыслитель;ћџ—Ћ»“≈Ћ№;S m anim nom sg;;;ь;л;е;т;и;л;S;ћџ—Ћ»“≈Ћ№;S m anim nom sg
2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
3;“ут;“”“;ADV -;;;т;у;т;;;;ADV;“”“;ADV -
4;сразу;—–ј«”;ADV -;;;у;з;а;р;с;;ADV;—–ј«”;ADV -
5;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
6;как бы;как бы;-;;;ы;б; ;к;а;к;-;как бы;-
7;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
8;эм;Ёћ;S n inan nonflex nonflex;;;м;э;;;;;S;Ёћ;S n inan nonflex nonflex
9;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
10;две;ƒ¬ј;NUM nom f -;;;е;в;д;;;;NUM;ƒ¬ј;NUM nom f -
11;мысли;ћџ—Ћ№;S f inan nom pl;;;и;л;с;ы;м;;S;ћџ—Ћ№;S f inan gen sg
12;в;¬;PR;;;в;;;;;;PR;¬;PR
13;голове;√ќЋќ¬ј;S f inan loc sg;;;е;в;о;л;о;г;S;√ќЋќ¬ј;S f inan loc sg
14;по€вл€ютс€;ѕќя¬Ћя“№—я;V ipf praes pl indic - 3p;;;€;с;т;ю;€;л;V;ѕќя¬Ћя“№—я;V ipf praes pl indic - 3p
15;:;:;PUNC;;;;;;;;;PUNC;:;PUNC
16;о;ќ;PR;;;о;;;;;;PR;ќ;PR
17;том;“ќ;S n - loc sg;;;м;о;т;;;;S;“ќ;S n - loc sg
18;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
19;что;„“ќ;CONJ;;;о;т;ч;;;;CONJ;„“ќ;CONJ
20;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
21;во-первых;¬ќ-ѕ≈–¬џ’;ADV -;;;х;ы;в;р;е;п;ADV;¬ќ-ѕ≈–¬џ’;ADV -
22;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
23;эээ;ЁЁЁ;NONLEX;;;э;э;э;;;;NONLEX;ЁЁЁ;NONLEX
24;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25;вот;¬ќ“;PART;;;т;о;в;;;;PART;¬ќ“;PART
26;это;Ё“ќ;S n - nom sg;;;о;т;э;;;;S;Ё“ќ;S n - nom sg
27;вот;¬ќ“;PART;;;т;о;в;;;;PART;¬ќ“;PART
28;вечное;¬≈„Ќџ…;A - nom sg plen n -;;;е;о;н;ч;е;в;A;¬≈„Ќџ…;A - nom sg plen n -
29;школьное;Ў ќЋ№Ќџ…;A - nom sg plen n -;;;е;о;н;ь;л;о;A;Ў ќЋ№Ќџ…;A - nom sg plen n -
30;противосто€ние;ѕ–ќ“»¬ќ—“ќяЌ»≈;S n inan nom sg;;;е;и;н;€;о;т;S;ѕ–ќ“»¬ќ—“ќяЌ»≈;S n inan nom sg
31;рэпа;–Ёѕ;S m inan gen sg;;;а;п;э;р;;;S;–Ёѕ;S m inan nom sg
32;и;»;CONJ;;;и;;;;;;CONJ;»;CONJ
33;рока;–ќ ;S m inan gen sg;;;а;к;о;р;;;S;–ќ ;S m inan gen sg
34;решилось;–≈Ў»“№—я;V pf praet sg indic n -;;;ь;с;о;л;и;ш;V;–≈Ў»“№—я;V pf praet sg indic n -
35;однозначно;ќƒЌќ«Ќј„Ќќ;ADV -;;;о;н;ч;а;н;з;ADV;ќƒЌќ«Ќј„Ќќ;ADV -
36;в;¬;PR;;;в;;;;;;PR;¬;PR
37;пользу;ѕќЋ№«ј;S f inan acc sg;;;у;з;ь;л;о;п;S;ѕќЋ№«ј;S f inan acc sg
38;рэпа;–Ёѕ;S m inan gen sg;;;а;п;э;р;;;S;–Ёѕ;S m inan gen sg
39;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
40;это;Ё“ќ;S n - nom sg;;;о;т;э;;;;S;Ё“ќ;S n - nom sg
41;во-первых;¬ќ-ѕ≈–¬џ’;ADV -;;;х;ы;в;р;е;п;ADV;¬ќ-ѕ≈–¬џ’;ADV -
42;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
43;а;ј;CONJ;;;а;;;;;;CONJ;ј;CONJ
44;второе;¬“ќ–ќ≈;S n inan acc sg;;;е;о;р;о;т;в;S;¬“ќ–ќ≈;S n inan acc sg
45;-;-;PUNC;;;;;;;;;PUNC;-;PUNC
46;это;Ё“ќ;S n - nom sg;;;о;т;э;;;;S;Ё“ќ;S n - nom sg
47;то;“ќ;CONJ;;;о;т;;;;;CONJ;“ќ;CONJ
48;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
49;что;„“ќ;S n inan acc sg;;;о;т;ч;;;;S;„“ќ;S n inan acc sg
50;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
51;ааа;јјј;NONLEX;;;а;а;а;;;;S;јјј;S m inan nonflex nonflex
52;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
53;интернет;»Ќ“≈–Ќ≈“;NONLEX;слитно;;т;е;н;р;е;т;S;»Ќ“≈–Ќ≈“;S m inan nom sg
54;-;-;PUNC;;;;;;;;;PUNC;-;PUNC
55;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
56;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
57;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
58;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
59;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
60;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
61;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
62;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
63;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;—ћ»;—ћ»;S - inan nom pl;;;и;м;с;;;;S;—ћ»;S - inan nom pl
2;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
3;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
4;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
2;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
4;сми;—ћ»;S - inan nom pl;;;и;м;с;;;;S;—ћ»;S - inan loc pl
5;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
6;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
7;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
5;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;постепенно;ѕќ—“≈ѕ≈ЌЌќ;ADV -;;;о;н;н;е;п;е;ADV;ѕќ—“≈ѕ≈ЌЌќ;ADV -
2;начали;Ќј„ј“№;V pf praet pl indic - -;;;и;л;а;ч;а;н;V;Ќј„ј“№;V pf praet pl indic - -
3;выходить;¬џ’ќƒ»“№;V ipf - - inf - -;;;ь;т;и;д;о;х;V;¬џ’ќƒ»“№;V ipf - - inf - -
4;на;Ќј;PR;;;а;н;;;;;PR;Ќј;PR
5;уровень;”–ќ¬≈Ќ№;S m inan acc sg;;;ь;н;е;в;о;р;S;”–ќ¬≈Ќ№;S m inan acc sg
6;официальных;ќ‘»÷»јЋ№Ќџ…;A - gen pl plen - -;;;х;ы;н;ь;л;а;A;ќ‘»÷»јЋ№Ќџ…;A - gen pl plen - -
7;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
8;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
9;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
10;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
11;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
12;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
13;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
14;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
15;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;—ћ»;—ћ»;S - inan gen pl;;;и;м;с;;;;S;—ћ»;S - inan nom pl
2;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
3;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
4;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
2;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
4;сми;—ћ»;S - inan gen pl;;;и;м;с;;;;S;—ћ»;S - inan loc pl
5;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
6;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
7;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
5;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
2;то есть;то есть;-;;;ь;т;с;е; ;о;-;то есть;-
3;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
4;аудитори€;ј”ƒ»“ќ–»я;S f inan nom sg;;;€;и;р;о;т;и;S;ј”ƒ»“ќ–»я;S f inan nom sg
5;у;”;PR;;;у;;;;;;PR;”;PR
6;них;ќЌ»;SPRO pl - - gen;;;х;и;н;;;;SPRO;ќЌ»;SPRO pl - - loc
7;более;ЅќЋ≈≈;ADV -;;;е;е;л;о;б;;ADV;ЅќЋ≈≈;ADV -
8;активна€;ј “»¬Ќџ…;A - nom sg plen f -;;;€;а;н;в;и;т;A;ј “»¬Ќџ…;A - nom sg plen f -
9;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
10;более;ЅќЋ≈≈;ADV -;;;е;е;л;о;б;;ADV;ЅќЋ≈≈;ADV -
11;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
12;эээ;ЁЁЁ;NONLEX;;;э;э;э;;;;NONLEX;ЁЁЁ;NONLEX
13;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
14;как бы;как бы;-;;;ы;б; ;к;а;к;-;как бы;-
15;сказать;— ј«ј“№;V pf - - inf - -;;;ь;т;а;з;а;к;V;— ј«ј“№;V pf - - inf - -
16;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
17;более;ЅќЋ≈≈;ADV -;;;е;е;л;о;б;;ADV;ЅќЋ≈≈;ADV -
18;способна€;—ѕќ—ќЅЌџ…;A - nom sg plen f -;;;€;а;н;б;о;с;A;—ѕќ—ќЅЌџ…;A - nom sg plen f -
19;к...; ...;PR;;;;;;к;;;PR; ...;PR
20;к; ;PR;;;к;;;;;;PR; ;PR
21;распространению;–ј—ѕ–ќ—“–јЌ≈Ќ»≈;S n inan dat sg;;;ю;и;н;е;н;а;S;–ј—ѕ–ќ—“–јЌ≈Ќ»≈;S n inan dat sg
22;информации;»Ќ‘ќ–ћј÷»я;S f inan gen sg;;;и;и;ц;а;м;р;S;»Ќ‘ќ–ћј÷»я;S f inan gen sg
23;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
24;то есть;то есть;-;;;ь;т;с;е; ;о;-;то есть;-
25;дел€тс€;ƒ≈Ћ»“№—я;V ipf praes pl indic - 3p;;;€;с;т;€;л;е;V;ƒ≈Ћ»“№—я;V ipf praes pl indic - 3p
26;со;—ќ;PR;;;о;с;;;;;PR;—ќ;PR
27;своими;—¬ќ…;A - ins pl plen - -;;;и;м;и;о;в;с;A;—¬ќ…;A - ins pl plen - -
28;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
29;вот;¬ќ“;PART;;;т;о;в;;;;PART;¬ќ“;PART
30;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
31;в отличие от;в отличие от;ZERO;;;т;о; ;е;и;ч;ZERO;в отличие от;ZERO
32;каналов; јЌјЋ;S m inan gen pl;;;в;о;л;а;н;а;S; јЌјЋ;S m inan gen pl
33;и;»;CONJ;;;и;;;;;;CONJ;»;CONJ
34;радио;–јƒ»ќ;S n inan gen sg;;;о;и;д;а;р;;S;–јƒ»ќ;S n inan nonflex nonflex
35;.;.;SENT;;;;;;;;;SENT;.;SENT
;;;;;;;;;;;;;;
1;ћыслитель;ћџ—Ћ»“≈Ћ№;S m anim nom sg;;;ь;л;е;т;и;л;S;ћџ—Ћ»“≈Ћ№;S m anim nom sg
2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
3;¬от;¬ќ“;PART;;;т;о;в;;;;PART;¬ќ“;PART
4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
5;хм;’ћ;INTJ;;;м;х;;;;;INTJ;’ћ;INTJ
6;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
7;собственно;—ќЅ—“¬≈ЌЌќ;ADV -;;;о;н;н;е;в;т;ADV;—ќЅ—“¬≈ЌЌќ;ADV -
8;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
9;что;„“ќ;S n inan acc sg;;;о;т;ч;;;;S;„“ќ;S n inan acc sg
10;ещЄ;≈ў≈;ADV -;;;Є;щ;е;;;;ADV;≈ў≈;ADV -
11;можно;ћќ∆Ќќ;ADV -;;;о;н;ж;о;м;;ADV;ћќ∆Ќќ;ADV -
12;сказать;— ј«ј“№;V pf - - inf - -;;;ь;т;а;з;а;к;V;— ј«ј“№;V pf - - inf - -
13;?;?;SENT;;;;;;;;;SENT;?;SENT
;;;;;;;;;;;;;;
1;ѕро;ѕ–ќ;PR;;;о;р;п;;;;PR;ѕ–ќ;PR
2;образ;ќЅ–ј«;S m inan acc sg;;;з;а;р;б;о;;S;ќЅ–ј«;S m inan acc sg
3;.;.;SENT;;;;;;;;;SENT;.;SENT
;;;;;;;;;;;;;;
1;ѕро;ѕ–ќ;PR;;;о;р;п;;;;PR;ѕ–ќ;PR
2;образ;ќЅ–ј«;S m inan acc sg;;;з;а;р;б;о;;S;ќЅ–ј«;S m inan acc sg
3;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
4;например;Ќјѕ–»ћ≈–;ADV -;;;р;е;м;и;р;п;ADV;Ќјѕ–»ћ≈–;ADV -
5;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
6;хип-хоп;’»ѕ-’ќѕ;NONLEX;слитно;;п;о;х;;п;и;S;’»ѕ-’ќѕ;S m inan nom sg
7;-;-;PUNC;;;;;;;;;PUNC;-;PUNC
8;исполнителей;»—ѕќЋЌ»“≈Ћ№;S m anim gen pl;;;й;е;л;е;т;и;S;»—ѕќЋЌ»“≈Ћ№;S m anim gen pl
9;.;.;SENT;;;;;;;;;SENT;.;SENT
;;;;;;;;;;;;;;
1;Ќу;Ќ”;PART;;;у;н;;;;;PART;Ќ”;PART
2;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
3;€;я;SPRO sg 1p - nom;;;€;;;;;;SPRO;я;SPRO sg 1p - nom
4;не;Ќ≈;PART;;;е;н;;;;;PART;Ќ≈;PART
5;знаю;«Ќј“№;V ipf praes sg indic - 1p;;;ю;а;н;з;;;V;«Ќј“№;V ipf praes sg indic - 1p
6;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
7;не;Ќ≈;PART;;;е;н;;;;;PART;Ќ≈;PART
8;берусь;Ѕ–ј“№—я;V ipf praes sg indic - 1p;;;ь;с;у;р;е;б;V;Ѕ–ј“№—я;V ipf praes sg indic - 1p
9;за;«ј;PR;;;а;з;;;;;PR;«ј;PR
10;всех;¬—≈;S - - gen pl;;;х;е;с;в;;;S;¬—≈;S - - gen pl
11;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
12;€;я;SPRO sg 1p - nom;;;€;;;;;;SPRO;я;SPRO sg 1p - nom
13;расскажу;–ј—— ј«ј“№;V pf fut sg indic - 1p;;;у;ж;а;к;с;с;V;–ј—— ј«ј“№;V pf fut sg indic - 1p
14;про;ѕ–ќ;PR;;;о;р;п;;;;PR;ѕ–ќ;PR
15;парочку;ѕј–ќ„ ј;S f inan acc sg;;;у;к;ч;о;р;а;S;ѕј–ќ„ ј;S f inan acc sg
16;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
17;буквально;Ѕ” ¬јЋ№Ќќ;ADV -;;;о;н;ь;л;а;в;ADV;Ѕ” ¬јЋ№Ќќ;ADV -
18;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
19;в;¬;PR;;;в;;;;;;PR;¬;PR
20;двух;ƒ¬ј;NUM loc - -;;;х;у;в;д;;;NUM;ƒ¬ј;NUM loc - -
21;словах;—Ћќ¬ќ;S n inan loc pl;;;х;а;в;о;л;с;S;—Ћќ¬ќ;S n inan loc pl
22;.;.;SENT;;;;;;;;;SENT;.;SENT
;;;;;;;;;;;;;;
1;ћыслитель;ћџ—Ћ»“≈Ћ№;S m anim nom sg;;;ь;л;е;т;и;л;S;ћџ—Ћ»“≈Ћ№;S m anim nom sg
2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
3;ја;јј;NONLEX;;;а;а;;;;;NONLEX;јј;NONLEX
4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
5;начнем;Ќј„ј“№;V pf - pl imper - 1p;;;м;е;н;ч;а;н;V;Ќј„ј“№;V pf - pl imper - 1p
6;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
7;аа;јј;NONLEX;;;а;а;;;;;NONLEX;јј;NONLEX
8;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
9;с;—;S - - nonflex nonflex;;;с;;;;;;S;—;S - - nonflex nonflex
10;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
11;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
12;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
13;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
14;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
15;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
16;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
17;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
18;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
19;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
20;собственно;—ќЅ—“¬≈ЌЌќ;ADV -;;;о;н;н;е;в;т;ADV;—ќЅ—“¬≈ЌЌќ;ADV -
21;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
22;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
23;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
2;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
4;собсно;—ќЅ—Ќќ;S n inan nonflex nonflex;distort;;о;н;с;б;о;с;S;—ќЅ—Ќќ;S n inan nonflex nonflex
5;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
6;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
7;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
5;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
2;немного;Ќ≈ћЌќ√ќ;ADV -;;;о;г;о;н;м;е;ADV;Ќ≈ћЌќ√ќ;ADV -
3;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
4;наверное;Ќј¬≈–Ќќ≈;ADV -;;;е;о;н;р;е;в;ADV;Ќј¬≈–Ќќ≈;ADV -
5;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
6;эпатажного;Ёѕј“ј∆Ќџ…;A - gen sg plen n -;;;о;г;о;н;ж;а;A;Ёѕј“ј∆Ќџ…;A - gen sg plen n -
7;персонажа;ѕ≈–—ќЌј∆;S m anim gen sg;;;а;ж;а;н;о;с;S;ѕ≈–—ќЌј∆;S m anim gen sg
8;-;-;PUNC;;;;;;;;;PUNC;-;PUNC
9;это;Ё“ќ;S n - acc sg;;;о;т;э;;;;S;Ё“ќ;S n - acc sg
10;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
11;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
12;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
13;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
14;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
15;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
16;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
17;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
18;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;Pharaoh;PHARAOH;NONLEX;;;;;;;;;NONLEX;PHARAOH;NONLEX
2;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
3;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
4;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
2;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
3;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;‘араон;‘ј–јќЌ;S m persn nom sg;;;н;о;а;р;а;ф;S;‘ј–јќЌ;S m anim nom sg
2;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
3;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
4;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
5;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;.;.;SENT;;;;;;;;;SENT;.;SENT
2;.;.;SENT;;;;;;;;;SENT;.;SENT
;;;;;;;;;;;;;;
1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
2;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
4;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
5;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
6;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
7;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
8;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
9;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;Pharaoh;PHARAOH;NONLEX;;;;;;;;;NONLEX;PHARAOH;NONLEX
2;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
3;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
4;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
2;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
3;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;‘араон;‘ј–јќЌ;S m persn nom sg;;;н;о;а;р;а;ф;S;‘ј–јќЌ;S m anim nom sg
2;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
3;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
4;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
5;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
2;по;ѕќ;PR;;;о;п;;;;;PR;ѕќ;PR
3;факту;‘ј “;S m inan dat sg;;;у;т;к;а;ф;;S;‘ј “;S m inan dat sg
4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
5;€вл€етс€;я¬Ћя“№—я;V ipf praes sg indic - 3p;;;€;с;т;е;€;л;V;я¬Ћя“№—я;V ipf praes sg indic - 3p
